MMSI,BaseDateTime,LAT,LON,Heading,VesselName,CallSign,VesselType,Length,Width
357957000,2022-01-29T00:57:53,39.23984,-76.53036,247.0,HOEGH SYDNEY,3FEF4,70.0,179.0,32.0
316011905,2022-01-29T00:58:23,42.98933,-82.41801,511.0,ROBERT S PIERSON,CFN4934,70.0,192.0,20.0
477627300,2022-01-29T02:18:04,33.71397,-118.27449,304.0,MOL EMISSARY,VRFX6,70.0,294.0,32.0
538009034,2022-01-29T02:18:14,38.39524,-74.13863,284.0,SSI ENDEAVOUR,V7A4225,70.0,180.0,30.0
366893910,2022-01-29T02:23:23,44.77159,-87.28971,145.0,ALPENA,WAV4647,70.0,158.0,20.0
563052500,2022-01-29T02:20:10,34.46783,-75.61796,224.0,MONTE OLIVIA,9V6839,70.0,272.0,40.0
244224000,2022-01-29T02:02:16,29.40992,-85.78261,181.0,WAALBORG,PBET,70.0,107.0,18.0
636016672,2022-01-29T02:20:44,40.64308,-74.18753,224.0,K PHOENIX,D5HF8,70.0,299.0,40.0
414195000,2022-01-29T02:21:02,33.65776,-118.17375,351.0,REN JIAN 8,BVKQ5,70.0,264.0,32.0
636015019,2022-01-29T02:21:17,37.30679,-75.09753,115.0,EXPRESS ROME,A8YC2,70.0,349.0,45.0
563052500,2022-01-29T02:16:41,34.47737,-75.60729,224.0,MONTE OLIVIA,9V6839,70.0,272.0,40.0
368179260,2022-01-29T01:59:58,29.05997,-89.82113,186.0,MILLIE,WDL9456,79.0,82.0,17.0
563052500,2022-01-29T02:00:00,34.52188,-75.55459,226.0,MONTE OLIVIA,9V6839,70.0,272.0,40.0
354202000,2022-01-29T02:21:06,33.75123,-118.27358,330.0,MSC ORNELLA,H3RF,70.0,294.0,32.0
477143900,2022-01-29T00:57:07,38.05767,-122.21675,93.0,SANTIAGO BASIN,VREO2,70.0,179.0,28.0
357777000,2022-01-29T00:57:00,34.6807,-122.4183,328.0,BUENA VENTURA,3EEN,70.0,189.0,32.0
316001698,2022-01-29T02:13:29,42.90851,-79.24357,511.0,ALGOMA TRANSPORT,VCLX,70.0,222.0,23.0
538007683,2022-01-29T02:02:56,40.66413,-74.14536,27.0,CONSTANTINOS P II,V7EY8,71.0,261.0,32.0
209513000,2022-01-29T02:02:13,26.07462,-79.96649,511.0,OCEAN PEARL,C4BQ2,70.0,169.0,27.0
316033419,2022-01-29T00:57:33,49.12461,-123.07054,232.0,SEASPAN SWIFT,CFCV,70.0,148.0,
636020192,2022-01-29T02:21:03,35.97796,-74.89457,4.0,SAN ALBERTO,A8MW6,70.0,186.0,28.0
355872000,2022-01-29T02:21:51,36.96252,-76.42358,40.0,SCARLET ROSELLA,HOXV,70.0,228.0,32.0
636019982,2022-01-29T00:57:53,49.30566,-123.18781,39.0,YM TRIUMPH,D5XC3,71.0,332.0,48.0
316001698,2022-01-29T02:01:28,42.90851,-79.24357,511.0,ALGOMA TRANSPORT,VCLX,70.0,222.0,23.0
373970000,2022-01-29T02:20:46,37.69957,-122.34079,93.0,KEN VOYAGER,3FXQ7,70.0,183.0,29.0
636020192,2022-01-29T02:25:42,35.99124,-74.89164,6.0,SAN ALBERTO,A8MW6,70.0,186.0,28.0
232025072,2022-01-29T02:25:53,37.19164,-76.10856,2.0,ANGLO CYNOSURE,MGIL3,70.0,240.0,38.0
316001698,2022-01-29T02:16:28,42.90851,-79.24357,511.0,ALGOMA TRANSPORT,VCLX,70.0,222.0,23.0
636020192,2022-01-29T02:19:53,35.97468,-74.89513,7.0,SAN ALBERTO,A8MW6,70.0,186.0,28.0
354053000,2022-01-29T02:21:05,33.75782,-118.27542,169.0,A KINKA,3FLP7,79.0,175.0,27.0
366841000,2022-01-29T02:17:14,36.85348,-76.31083,41.0,CAPE RAY,KAFI,70.0,197.0,32.0
477648700,2022-01-29T02:26:06,40.47358,-72.14379,21.0,M/V LUNA MAERSK,VRTV5,71.0,265.0,37.0
354053000,2022-01-29T02:19:55,33.759,-118.27505,185.0,A KINKA,3FLP7,79.0,175.0,27.0
477648700,2022-01-29T02:20:14,40.47407,-72.14188,34.0,M/V LUNA MAERSK,VRTV5,71.0,265.0,37.0
218441000,2022-01-29T02:20:41,33.75331,-118.23541,70.0,MSC LIVORNO,DIGY2,71.0,366.0,51.0
215809000,2022-01-29T02:17:40,40.68415,-74.1509,309.0,ATLANTIC SAIL,9HA5297,74.0,296.0,37.0
370320000,2022-01-29T02:25:25,33.74355,-118.20277,90.0,COSCO NAGOYA,3ESJ8,70.0,260.0,32.0
367719640,2022-01-29T00:57:00,33.61144,-118.26401,190.0,CATALINA PROVIDER,WDI6530,70.0,,
352692000,2022-01-29T02:17:38,37.19908,-76.1339,9.0,MELODIA,3EZI2,70.0,225.0,32.0
538008132,2022-01-29T00:58:03,32.34467,-124.51797,191.0,CAP SAN JUAN,V7OW7,74.0,332.0,48.0
215869000,2022-01-29T02:19:37,37.56061,-123.90394,4.0,SEASTAR VALIANT,9HA5342,79.0,180.0,30.0
538007650,2022-01-29T02:15:30,39.20212,-76.482,354.0,AFRICAN QUEEN,V7YZ4,70.0,190.0,32.0
367050160,2022-01-29T02:21:06,46.71195,-92.04466,511.0,BURNS HARBOR,WDC6027,70.0,304.0,32.0
636016502,2022-01-29T02:22:49,37.09045,-123.82898,292.0,BOX ENDURANCE,D5GM5,70.0,172.0,27.0
256930000,2022-01-29T02:13:15,36.85048,-75.67037,358.0,COSCO YANTIAN,9HA4039,70.0,350.0,42.0
316004370,2022-01-29T02:14:23,43.21641,-79.20754,238.0,G3 MARQUIS,XJBO,70.0,225.0,23.0
215181000,2022-01-29T02:15:48,37.1249,-74.85021,40.0,CMA CGM J. ADAMS,9HA4999,71.0,366.0,48.0
316004370,2022-01-29T02:22:39,43.21641,-79.20754,238.0,G3 MARQUIS,XJBO,70.0,225.0,23.0
215181000,2022-01-29T02:00:08,37.12154,-74.86242,38.0,CMA CGM J. ADAMS,9HA4999,71.0,366.0,48.0
247405800,2022-01-29T02:20:29,35.37519,-74.90144,15.0,GRANDE MIRAFIORI,IBQY,70.0,199.0,36.0
247405800,2022-01-29T00:57:05,35.06307,-75.09064,34.0,GRANDE MIRAFIORI,IBQY,70.0,199.0,36.0
247405800,2022-01-29T02:02:17,35.29941,-74.9282,16.0,GRANDE MIRAFIORI,IBQY,70.0,199.0,36.0
232024279,2022-01-29T02:21:30,37.22883,-76.0881,356.0,BERGE TATEYAMA,MGBE5,70.0,199.0,32.0
316043882,2022-01-29T02:23:12,45.57148,-83.60527,125.0,ALGOMA INTREPID,VABC,70.0,198.0,24.0
232024279,2022-01-29T02:00:30,37.22885,-76.08791,348.0,BERGE TATEYAMA,MGBE5,70.0,199.0,32.0
356963000,2022-01-29T02:00:45,36.93796,-76.36897,5.0,BALSA 89,3EWN6,70.0,106.0,19.0
371218000,2022-01-29T02:17:56,37.76749,-122.35977,337.0,MSC EVA,3EVM7,72.0,366.0,51.0
257613000,2022-01-29T02:17:54,36.64734,-75.6089,339.0,TALISMAN,LAOW5,70.0,240.0,32.0
636012871,2022-01-29T02:24:46,39.85346,-75.23437,256.0,JALMA TOPIC,A8IQ6,70.0,189.0,32.0
311057100,2022-01-29T02:25:45,38.22159,-76.25381,157.0,CSL TACOMA,C6ZJ7,70.0,228.0,32.0
311057100,2022-01-29T02:19:55,38.24008,-76.26362,154.0,CSL TACOMA,C6ZJ7,70.0,228.0,32.0
355747000,2022-01-29T02:17:28,37.85268,-122.41126,199.0,POLA AUGUSTA,3FYI9,79.0,177.0,28.0
636017171,2022-01-29T02:21:58,38.91609,-76.42001,18.0,MENARO,D5JQ2,70.0,229.0,
316001633,2022-01-29T02:13:14,43.02016,-87.89661,30.0,CSL ASSINIBOINE,VCKQ,70.0,225.0,23.0
368112890,2022-01-29T02:17:25,21.0675,-158.52683,312.0,KAHANA II,WDL2528,70.0,67.0,14.0
636090862,2022-01-29T02:18:40,37.79792,-122.32253,287.0,JPO LIBRA,A8GU7,70.0,264.0,32.0
477632400,2022-01-29T02:20:07,33.74972,-118.20884,59.0,CL ANZI HE,VRTT3,70.0,199.0,32.0
636091480,2022-01-29T02:20:36,34.19155,-77.95602,185.0,HEBE,A8OH7,70.0,220.0,32.0
209087000,2022-01-29T00:57:10,40.49008,-73.60692,32.0,CAPE PIONEER,5BUE4,70.0,271.0,43.0
338678000,2022-01-29T02:14:28,36.91625,-76.16847,10.0,DOLORES CHOUEST,WCP8847,70.0,54.0,12.0
636017470,2022-01-29T00:57:53,30.07445,-88.04984,331.0,CLARON,D5LC6,70.0,,
338678000,2022-01-29T02:20:28,36.91622,-76.16841,10.0,DOLORES CHOUEST,WCP8847,70.0,54.0,12.0
249893000,2022-01-29T02:17:05,37.95173,-121.33048,266.0,NORDTAJO,9HA4420,70.0,,
355673000,2022-01-29T02:24:49,38.92694,-76.40437,16.0,NORD EVEREST,H8WG,70.0,200.0,32.0
367777470,2022-01-29T02:17:19,48.015,-122.53993,181.0,NUNANIQ,WDJ4412,70.0,42.0,14.0
352044000,2022-01-29T02:18:08,39.2413,-76.56578,143.0,WISDOM ACE,3FGZ8,70.0,199.0,32.0
355578000,2022-01-29T02:13:46,33.62772,-118.07874,347.0,STAR MARU,3EBD2,70.0,200.0,32.0
338701000,2022-01-29T02:13:12,48.52487,-122.57436,511.0,MOTEGA,WDG7763,70.0,20.0,7.0
636015514,2022-01-29T02:01:12,36.95526,-76.33606,3.0,HYUNDAI HONOUR,D5BF7,71.0,366.0,48.0
636016436,2022-01-29T02:21:20,33.11697,-77.2343,233.0,MSC ZLATA R,D5GE5,70.0,281.0,32.0
244224000,2022-01-29T02:23:39,29.34251,-85.78288,181.0,WAALBORG,PBET,70.0,107.0,18.0
368836000,2022-01-29T02:20:36,38.63625,-124.80052,157.0,BOB HOPE,NHNM,70.0,289.0,32.0
215192000,2022-01-29T02:19:13,33.02261,-117.56877,48.0,CMA  CGM  CALLISTO,9HA5006,79.0,363.0,46.0
538006596,2022-01-29T02:19:26,36.8794,-76.3315,95.0,SEAJOURNEY,V7OW5,70.0,229.0,32.0
477305900,2022-01-29T02:21:10,36.22652,-74.6756,189.0,MSC ANTIGUA,VRLC3,70.0,299.0,48.0
416467000,2022-01-29T02:18:45,36.4435,-123.49733,47.0,YM UBIQUITY,BLHM,70.0,333.0,42.0
303932000,2022-01-29T02:20:55,39.26255,-76.60275,317.0,CAPE WASHINGTON,WRGH,70.0,212.0,32.0
215192000,2022-01-29T02:17:44,33.0227,-117.56883,47.0,CMA  CGM  CALLISTO,9HA5006,79.0,363.0,46.0
563061300,2022-01-29T02:21:14,33.7575,-118.26007,39.0,ONE ORPHEUS,9V5999,70.0,336.0,46.0
636018807,2022-01-29T02:18:27,36.67565,-123.80594,62.0,DEBUSSY,A8UL5,72.0,262.0,32.0
311000376,2022-01-29T02:18:05,39.91661,-75.13415,280.0,EVANGELIA L,C6BV5,70.0,183.0,30.0
538005694,2022-01-29T02:18:30,37.26498,-123.01921,184.0,INTERLINK VERACITY,V7GD4,70.0,179.0,
636013699,2022-01-29T02:19:55,37.12245,-123.64567,34.0,YM ETERNITY,A8OS6,70.0,268.0,32.0
249893000,2022-01-29T00:59:04,37.95174,-121.33046,266.0,NORDTAJO,9HA4420,70.0,,
477305900,2022-01-29T00:59:39,36.64454,-74.58547,189.0,MSC ANTIGUA,VRLC3,70.0,299.0,48.0
369928000,2022-01-29T02:25:31,40.45431,-74.05177,27.0,MEDGAR EVERS,NVRS,70.0,210.0,32.0
636020486,2022-01-29T00:59:48,29.90803,-90.11613,91.0,BBG GUILIN,D5ZL4,70.0,200.0,32.0
538007581,2022-01-29T02:19:51,34.62047,-76.64036,7.0,CLIPPER TALENT,V7VG4,70.0,178.0,28.0
538008995,2022-01-29T02:20:11,37.2205,-76.10924,351.0,AM JYOTI,V7A4174,70.0,229.0,32.0
538007863,2022-01-29T02:18:32,41.19311,-72.85436,28.0,SSI MAGNIFICENT,V7RQ9,70.0,177.0,28.0
538007581,2022-01-29T02:22:55,34.62057,-76.63992,358.0,CLIPPER TALENT,V7VG4,70.0,178.0,28.0
371651000,2022-01-29T02:18:57,40.64581,-74.0971,82.0,TAI SUCCESS,3EUN4,70.0,199.0,32.0
538008995,2022-01-29T02:23:11,37.22046,-76.10926,352.0,AM JYOTI,V7A4174,70.0,229.0,32.0
538008572,2022-01-29T02:23:39,30.05037,-90.55966,282.0,MENOMONEE,V7A2526,70.0,190.0,32.0
338273000,2022-01-29T02:00:01,29.59639,-94.9445,147.0,SLNC YORK,WNCG,70.0,142.0,23.0
352383000,2022-01-29T00:56:54,29.93579,-90.22106,350.0,ANHUI,3FIF3,70.0,182.0,31.0
477066200,2022-01-29T02:12:40,37.9519,-121.32465,265.0,GLENGYLE,VROH4,70.0,179.0,29.0
355534000,2022-01-29T02:21:30,38.331,-74.46311,312.0,AMIS BRAVE,3FCV2,70.0,200.0,32.0
636092995,2022-01-29T02:22:19,36.50067,-75.162,336.0,ARTEMIS,A8OP7,70.0,209.0,30.0
441115000,2022-01-29T02:18:27,42.89059,-125.28086,359.0,MORNING LENA,D7MI,70.0,234.0,32.0
538004921,2022-01-29T02:22:19,40.64897,-74.05676,186.0,PRETTY TEAM,V7ZV2,70.0,179.0,29.0
538008756,2022-01-29T02:14:53,36.59946,-123.30863,53.0,SYNERGY ANTWERP,V7A2726,71.0,260.0,32.0
538004921,2022-01-29T02:02:27,40.71412,-74.02532,192.0,PRETTY TEAM,V7ZV2,70.0,179.0,29.0
220263000,2022-01-29T02:02:34,36.74195,-75.52508,358.0,ALBERT MAERSK,OUOW2,70.0,352.0,42.0
477902900,2022-01-29T00:58:17,48.62702,-127.84443,98.0,GALAXY,VRJY2,70.0,229.0,32.0
308599000,2022-01-29T02:23:42,19.53882,-67.18254,321.0,TALIA,C6VJ6,70.0,199.0,32.0
374996000,2022-01-29T02:21:16,39.71999,-75.52584,292.0,FRIO GALICIA,3FPV3,70.0,0.0,0.0
215346000,2022-01-29T02:17:22,31.19051,-117.68614,204.0,CMA CGM CHILE,9HA5073,74.0,366.0,51.0
636013689,2022-01-29T02:18:03,36.4915,-75.34748,74.0,YM UBERTY,A8OR4,70.0,333.0,42.0
255790000,2022-01-29T02:25:30,32.39033,-117.62592,2.0,MSC TAMPICO,CQMD,71.0,294.0,32.0
255790000,2022-01-29T02:18:40,32.37496,-117.62496,357.0,MSC TAMPICO,CQMD,71.0,294.0,32.0
255790000,2022-01-29T02:19:52,32.37796,-117.62519,357.0,MSC TAMPICO,CQMD,71.0,294.0,32.0
538002631,2022-01-29T02:17:20,49.02139,-123.63193,166.0,STAR JENNIFER,V7KK2,70.0,229.0,32.0
636092995,2022-01-29T02:16:59,36.49832,-75.158,333.0,ARTEMIS,A8OP7,70.0,209.0,30.0
352001003,2022-01-29T02:17:03,39.265,-76.5716,88.0,INDIGO I,3E2408,75.0,125.0,20.0
357658000,2022-01-29T00:58:55,45.63908,-122.77784,230.0,MARLIN V,3EYO3,70.0,199.0,32.0
367353660,2022-01-29T02:17:40,40.80199,-73.88498,107.0,RED HOOK,WDE4476,70.0,107.0,16.0
477948700,2022-01-29T00:57:59,29.25402,-94.45243,340.0,LUCHOW,VROY6,70.0,179.0,
636019440,2022-01-29T02:19:47,37.24809,-76.11226,0.0,KASTOR,D5UN6,70.0,229.0,32.0
367120990,2022-01-29T02:24:32,41.69232,-83.46085,511.0,AMERICAN INTEGRITY,WDD2875,70.0,304.0,32.0
636015549,2022-01-29T00:57:54,33.75972,-118.21952,336.0,IOLI,D5BL3,79.0,229.0,32.0
316044371,2022-01-29T02:17:39,42.26362,-83.10532,21.0,HARVEST SPIRIT,VDAY,70.0,152.0,22.0
538003820,2022-01-29T00:58:10,29.6445,-89.95117,119.0,IMPERIAL EAGLE,V7TK5,70.0,189.0,32.0
357405000,2022-01-29T02:16:43,30.53834,-120.19786,67.0,MSC POH LIN,H8FC,70.0,294.0,32.0
316004370,2022-01-29T02:19:31,43.21641,-79.20754,238.0,G3 MARQUIS,XJBO,70.0,225.0,23.0
215181000,2022-01-29T02:22:28,37.12115,-74.8485,65.0,CMA CGM J. ADAMS,9HA4999,71.0,366.0,48.0
367357330,2022-01-29T00:58:42,30.80196,-81.51754,511.0,C-TRACTOR 2,WBU9798,70.0,29.0,11.0
477230300,2022-01-29T00:58:38,29.95195,-90.30361,221.0,CL JUDY,VRSE3,70.0,199.0,32.0
338219000,2022-01-29T00:58:55,29.16471,-94.39561,310.0,LIBERTY GRACE,WADN,70.0,190.0,32.0
366938770,2022-01-29T02:18:34,41.66881,-82.33565,308.0,H LEE WHITE,WZD2465,70.0,214.0,23.0
636092311,2022-01-29T02:20:23,33.72691,-118.1492,56.0,INDUSTRIAL RANGER,D5A68,70.0,134.0,21.0
636016649,2022-01-29T02:16:23,33.97156,-119.22379,337.0,SAN ANDRES,A8OK7,70.0,186.0,27.0
215869000,2022-01-29T02:18:28,37.56052,-123.90367,4.0,SEASTAR VALIANT,9HA5342,79.0,180.0,30.0
367050160,2022-01-29T02:01:24,46.71194,-92.04466,511.0,BURNS HARBOR,WDC6027,70.0,304.0,32.0
311000923,2022-01-29T02:14:43,33.7328,-118.25383,251.0,CMA CGM MARCO POLO,C6EK8,71.0,396.0,54.0
477293200,2022-01-29T00:58:18,32.66416,-79.48702,311.0,OOCL SINGAPORE,VRMX7,70.0,366.0,48.0
636013144,2022-01-29T02:21:15,40.48538,-73.67786,29.0,ZIM SHEKOU,A8KX2,70.0,260.0,32.0
538005610,2022-01-29T00:58:08,29.70439,-89.9835,332.0,FEDERAL EMS,V7FL2,70.0,199.0,23.0
316034846,2022-01-29T02:17:29,44.12971,-82.0995,149.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
356749000,2022-01-29T00:58:22,30.06456,-90.87474,257.0,BAHIA BLANCA,3EFF8,70.0,229.0,32.0
215018000,2022-01-29T02:02:12,17.67488,-66.85506,274.0,STANIS,9HZT6,70.0,195.0,25.0
209172000,2022-01-29T02:17:24,49.2937,-123.18617,162.0,AGIOS SPYRIDONAS,5BWU4,79.0,229.0,37.0
636018518,2022-01-29T02:21:11,37.19261,-76.1218,5.0,MEDI GINEVRA,D5QB3,70.0,229.0,36.0
431027000,2022-01-29T00:57:55,33.75388,-118.26387,44.0,ONE THESEUS,7KIL,70.0,304.0,40.0
354202000,2022-01-29T02:24:04,33.75123,-118.2736,330.0,MSC ORNELLA,H3RF,70.0,294.0,32.0
538008756,2022-01-29T02:19:41,36.60251,-123.30514,344.0,SYNERGY ANTWERP,V7A2726,71.0,260.0,32.0
563050400,2022-01-29T02:19:48,39.89969,-75.13485,200.0,MONTE ALEGRE,S6BH,71.0,272.0,40.0
316034846,2022-01-29T02:22:24,44.11328,-82.08605,149.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
352044000,2022-01-29T02:24:08,39.24132,-76.56579,143.0,WISDOM ACE,3FGZ8,70.0,199.0,32.0
636017171,2022-01-29T02:00:58,38.91616,-76.42024,15.0,MENARO,D5JQ2,70.0,229.0,
316001698,2022-01-29T02:19:28,42.9085,-79.2435,511.0,ALGOMA TRANSPORT,VCLX,70.0,222.0,23.0
538004921,2022-01-29T02:19:59,40.65695,-74.05371,202.0,PRETTY TEAM,V7ZV2,70.0,179.0,29.0
431027000,2022-01-29T02:24:52,33.75389,-118.2639,44.0,ONE THESEUS,7KIL,70.0,304.0,40.0
220263000,2022-01-29T02:18:58,36.74197,-75.52477,3.0,ALBERT MAERSK,OUOW2,70.0,352.0,42.0
355578000,2022-01-29T02:25:46,33.62785,-118.07909,356.0,STAR MARU,3EBD2,70.0,200.0,32.0
636018910,2022-01-29T02:24:21,40.13979,-74.75593,341.0,IRMA S,D5RZ6,70.0,170.0,28.0
209854000,2022-01-29T02:24:34,41.79293,-71.38285,152.0,PEDHOULAS COMMANDER,5BVL3,70.0,229.0,32.0
249830000,2022-01-29T02:18:44,40.49139,-73.65649,30.0,ZIM LUANDA,9HA2029,70.0,260.0,32.0
377901012,2022-01-29T00:58:34,25.79617,-80.24565,310.0,TRANSPORT,J8MK,70.0,74.0,13.0
636020988,2022-01-29T00:57:44,49.30071,-123.07191,100.0,FANTASEA,5LBS2,70.0,225.0,32.0
228335900,2022-01-29T00:58:54,32.45355,-79.49282,344.0,CMA CGM TOSCA,FMEL,70.0,334.0,42.0
636015182,2022-01-29T00:59:14,49.30183,-123.21133,3.0,YM MILESTONE,A8ZC9,70.0,305.0,40.0
248923000,2022-01-29T02:19:54,40.68691,-74.13247,321.0,TORRENS,9HA4865,70.0,200.0,32.0
538007065,2022-01-29T00:58:20,45.63855,-122.72388,115.0,COSMAR,V7VV3,70.0,229.0,
368026000,2022-01-29T02:21:02,36.86571,-76.31605,511.0,BENAVIDEZ,NBHG,70.0,289.0,32.0
403526001,2022-01-29T02:21:53,33.73648,-77.08433,50.0,BAHRI TABUK,HZEX,70.0,220.0,32.0
338078000,2022-01-29T02:20:05,40.66079,-74.15244,118.0,MAERSK ATLANTA,WNTL,70.0,299.0,40.0
311353000,2022-01-29T02:13:21,49.29758,-123.19463,73.0,WESTWOOD COLUMBIA,C6SI4,70.0,199.0,31.0
219086000,2022-01-29T02:21:01,36.76122,-75.32684,107.0,SANTA ROSA,OXMP2,74.0,300.0,43.0
636091575,2022-01-29T00:57:39,48.51455,-127.97165,269.0,HANSA AUGSBURG,A8PN3,70.0,175.0,27.0
338078000,2022-01-29T02:17:05,40.66078,-74.15243,118.0,MAERSK ATLANTA,WNTL,70.0,299.0,40.0
477002200,2022-01-29T02:15:15,33.50862,-77.2282,229.0,YM WIND,VRPE6,71.0,368.0,51.0
219086000,2022-01-29T00:59:12,36.79508,-75.28917,125.0,SANTA ROSA,OXMP2,74.0,300.0,43.0
367196000,2022-01-29T00:58:06,37.79341,-122.29969,272.0,MOKIHANA,WNRD,70.0,262.0,32.0
367121040,2022-01-29T02:17:32,41.907,-80.78462,511.0,AMERICAN COURAGE,WDD2879,70.0,193.0,20.0
311000640,2022-01-29T02:24:35,39.35975,-75.4497,138.0,ANEMOS,C6DC8,70.0,169.0,27.0
563079000,2022-01-29T02:00:29,29.15489,-117.0504,245.0,NYK ROMULUS,9V7644,70.0,294.0,32.0
538002808,2022-01-29T02:12:43,40.68618,-74.13815,35.0,GENCO WARRIOR,V7LU3,70.0,189.0,32.0
565448000,2022-01-29T02:13:00,35.10494,-75.03527,195.0,MAERSK SEMBAWANG,S6CH3,70.0,318.0,40.0
565448000,2022-01-29T02:22:49,35.05491,-75.04686,196.0,MAERSK SEMBAWANG,S6CH3,70.0,318.0,40.0
366733250,2022-01-29T02:20:56,40.10246,-74.04196,511.0,ATLANTIC SURVEYOR,WTR5417,70.0,31.0,7.0
563070700,2022-01-29T02:02:20,38.94705,-76.40514,25.0,ULTRA DEDICATION,9V8567,70.0,199.0,32.0
565448000,2022-01-29T02:17:25,35.08229,-75.04082,195.0,MAERSK SEMBAWANG,S6CH3,70.0,318.0,40.0
367389840,2022-01-29T02:19:34,37.92313,-122.36701,511.0,EINAR,WDE7163,70.0,,
219056000,2022-01-29T23:59:51,31.26967,-118.37774,43.0,MAERSK EMDEN,OXLK2,71.0,366.0,48.0
247285500,2022-01-29T02:15:01,39.2417,-76.52487,247.0,GRANDE SENEGAL,ICEU,70.0,210.0,32.0
636020495,2022-01-29T00:57:56,32.44366,-79.55711,330.0,TIANPING,D5XH4,70.0,334.0,41.0
477914200,2022-01-29T02:01:32,39.43203,-73.70726,359.0,HUANGHAI PIONEER,VRKY5,70.0,166.0,27.0
316036089,2022-01-29T02:02:22,45.78132,-84.05736,130.0,ALGOMA SAULT,VBCD,70.0,226.0,24.0
636092247,2022-01-29T23:59:44,28.75347,-117.40245,78.0,MSC TARANTO,A8ZE4,71.0,366.0,51.0
244860255,2022-01-29T02:19:59,38.13103,-76.25233,166.0,SYMPHONY STAR,PCSX,70.0,122.0,
355308000,2022-01-29T00:58:02,28.5655,-85.57328,113.0,MSC LUISA,H9XU,70.0,300.0,40.0
563091200,2022-01-29T02:15:18,38.03543,-122.1288,249.0,ORIENT PRIMA,9V6462,70.0,225.0,32.0
538006995,2022-01-29T00:58:47,28.98512,-89.36814,31.0,CF DIAMOND,V7JH8,70.0,189.0,
563091200,2022-01-29T02:17:37,38.03288,-122.13697,249.0,ORIENT PRIMA,9V6462,70.0,225.0,32.0
538009390,2022-01-29T02:23:28,37.7938,-122.30639,289.0,GH FOEHN,V7A4674,70.0,216.0,30.0
338121000,2022-01-29T02:20:36,33.76966,-118.21735,244.0,LURLINE,KLUX,70.0,265.0,35.0
636020327,2022-01-29T02:21:55,36.83801,-75.78362,307.0,C HAMBURG,D5WM7,71.0,334.0,43.0
352676000,2022-01-29T02:20:16,39.93445,-75.13239,6.0,ARIES SAKURA,3EYV5,70.0,183.0,31.0
636016649,2022-01-29T02:18:42,33.97541,-119.22613,338.0,SAN ANDRES,A8OK7,70.0,186.0,27.0
316001717,2022-01-29T00:57:39,48.37375,-123.71941,511.0,STEPHEN B ROMAN,VDJL,70.0,148.0,17.0
636018800,2022-01-29T00:58:24,32.52463,-79.51119,329.0,MAERSK KARLSKRONA,D5RL4,71.0,318.0,43.0
636092995,2022-01-29T02:24:39,36.50183,-75.16383,339.0,ARTEMIS,A8OP7,70.0,209.0,30.0
338121000,2022-01-29T00:59:38,33.76964,-118.21737,244.0,LURLINE,KLUX,70.0,265.0,35.0
368219000,2022-01-29T02:21:36,47.65789,-122.37389,180.0,COASTAL NAVIGATOR,WCY9686,70.0,59.0,12.0
477629200,2022-01-29T02:19:09,38.96534,-75.19428,355.0,CL ZHUANG HE,VRTP9,70.0,199.0,32.0
636015629,2022-01-29T02:01:22,33.71276,-118.20887,153.0,WARNOW VENUS,D5BY2,70.0,179.0,28.0
636021244,2022-01-29T00:58:42,48.22223,-123.67253,91.0,YM TOGETHER,5LCZ4,70.0,333.0,48.0
372031000,2022-01-29T02:20:18,21.67937,-121.59665,280.0,CAPE TOWN HIGHWAY,3FOK4,70.0,199.0,32.0
565533000,2022-01-29T02:18:46,39.25562,-76.54952,308.0,MAERSK VILNIUS,9V8503,70.0,179.0,27.0
441992000,2022-01-29T02:18:25,38.9629,-76.39086,1.0,ASIAN VISION,D8CU,70.0,199.0,32.0
441992000,2022-01-29T02:19:28,38.96721,-76.39114,3.0,ASIAN VISION,D8CU,70.0,199.0,32.0
538003181,2022-01-29T02:24:27,36.51162,-123.72552,62.0,CAPE FELTON,V7OX5,79.0,170.0,25.0
351468000,2022-01-29T02:23:38,26.76671,-80.05125,265.0,CHAMPION III,HO7207,70.0,54.0,18.0
636019825,2022-01-29T02:23:36,36.96911,-76.3342,17.0,LYON II,D5WI6,70.0,300.0,41.0
636019825,2022-01-29T02:22:27,36.96558,-76.33499,4.0,LYON II,D5WI6,70.0,300.0,41.0
636019825,2022-01-29T02:19:07,36.95577,-76.33601,1.0,LYON II,D5WI6,70.0,300.0,41.0
215558000,2022-01-29T00:58:52,47.58781,-122.34577,180.0,APL QINGDAO,9HA5178,71.0,354.0,46.0
538007921,2022-01-29T02:19:43,37.18222,-76.1369,8.0,NEPTULUS,V7RL9,70.0,180.0,28.0
538008132,2022-01-29T02:19:51,32.34023,-124.54035,336.0,CAP SAN JUAN,V7OW7,74.0,332.0,48.0
636019825,2022-01-29T02:20:16,36.95909,-76.33564,1.0,LYON II,D5WI6,70.0,300.0,41.0
229934000,2022-01-29T00:59:33,30.66903,-88.03373,165.0,CMA CGM ELBE,9HA3731,70.0,299.0,48.0
477137800,2022-01-29T00:58:33,29.7478,-95.17379,58.0,XIU YU HAI,,70.0,182.0,
255726000,2022-01-29T00:58:38,28.69299,-89.24655,140.0,CRYSTAL CONFIDENCE,CQIO,70.0,179.0,30.0
